Suburb,Rooms,Type,Price,Method,SellerG,Postcode,Regionname,Propertycount,Distance,CouncilArea,Sale_Year,Sale_Month
Elwood,2,u,612500.0,SP,Chisholm,3184,Southern Metropolitan,8989,7.2,Port Phillip City Council,2018,4
Coburg,4,h,1300000.0,VB,Nelson,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2017,9
Blackburn North,3,h,800000.0,PI,Ray,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2017,9
Pascoe Vale,5,h,1410000.0,PI,Brad,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2017,4
Point Cook,4,h,686000.0,S,hockingstuart,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2017,5
Other,2,u,520000.0,SP,Gary,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,2017,9
Coburg North,2,u,330000.0,VB,Other,3058,Northern Metropolitan,3445,6.7,Darebin City Council,2017,4
Blackburn North,4,h,1300000.0,S,Noel,3130,Eastern Metropolitan,2867,13.4,Whitehorse City Council,2018,1
Brunswick East,2,u,630000.0,S,Other,3057,Northern Metropolitan,5533,4.0,Moreland City Council,2017,10
Fawkner,3,t,542000.0,S,Harcourts,3060,Northern Metropolitan,5070,13.1,Hume City Council,2017,11
Niddrie,2,h,766000.0,S,Frank,3042,Western Metropolitan,2291,10.4,Moonee Valley City Council,2018,5
Port Melbourne,2,h,1234500.0,S,hockingstuart,3207,Southern Metropolitan,8648,3.5,Melbourne City Council,2016,6
Mont Albert,2,u,725000.0,VB,Jellis,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,2016,11
Brighton East,4,h,2710000.0,S,Buxton,3187,Southern Metropolitan,6938,10.3,Bayside City Council,2017,10
Lalor,3,h,599000.0,S,Harcourts,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2016,9
Fitzroy North,3,t,1010000.0,S,Jellis,3068,Northern Metropolitan,6244,3.6,Moreland City Council,2018,3
Clifton Hill,2,h,700000.0,VB,Nelson,3068,Northern Metropolitan,2954,3.6,Yarra City Council,2017,5
Camberwell,3,h,1602500.0,S,Other,3124,Southern Metropolitan,8920,7.7,Boroondara City Council,2017,3
Gladstone Park,4,h,649500.0,S,YPA,3043,Western Metropolitan,3285,12.9,Hume City Council,2018,3
Other,3,h,555000.0,SP,YPA,3338,Western Victoria,3122,29.8,Melton City Council,2017,11
Kensington,2,u,491888.0,SP,Other,3031,Northern Metropolitan,5263,3.4,Melbourne City Council,2017,10
Other,3,h,920000.0,S,Barry,3020,Western Metropolitan,2185,10.5,Brimbank City Council,2018,4
Footscray,2,u,497000.0,S,Sweeney,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2018,2
Burwood,4,h,1100000.0,VB,Fletchers,3125,Southern Metropolitan,5678,10.4,Monash City Council,2018,5
Brunswick,2,t,978000.0,S,Brad,3056,Northern Metropolitan,11918,5.2,Moreland City Council,2018,1
Greenvale,3,h,660000.0,S,Barry,3059,Northern Metropolitan,4864,20.4,Hume City Council,2018,1
Greensborough,3,h,632000.0,S,Buckingham,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2016,6
Other,4,h,1928000.0,S,Jellis,3052,Northern Metropolitan,2309,1.8,Melbourne City Council,2016,9
Thomastown,3,h,850000.0,SP,Ray,3074,Northern Metropolitan,7955,15.3,Whittlesea City Council,2017,10
Ormond,2,h,1250000.0,S,Ray,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,2016,10
Greensborough,3,h,1000000.0,VB,Morrison,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2017,5
Other,4,h,745000.0,S,Other,3089,Northern Victoria,4258,21.8,Nillumbik Shire Council,2017,9
Lalor,3,h,665000.0,S,HAR,3075,Northern Metropolitan,8279,16.3,Whittlesea City Council,2017,12
Glen Waverley,3,u,1018000.0,PI,Barry,3150,Eastern Metropolitan,15321,16.7,Monash City Council,2017,11
South Yarra,1,u,770000.0,VB,Kay,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2018,9
Sunshine West,3,h,531000.0,S,Greg,3020,Western Metropolitan,6763,10.5,Brimbank City Council,2016,5
Sydenham,4,t,520000.0,VB,Barry,3037,Western Metropolitan,3640,18.0,Brimbank City Council,2018,9
Heidelberg,3,h,1270000.0,S,Miles,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,2018,5
Richmond,1,u,440000.0,VB,Jellis,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2018,9
Gladstone Park,4,h,760000.0,S,Barry,3043,Western Metropolitan,3285,12.9,Hume City Council,2017,10
West Footscray,3,h,715000.0,S,Jas,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2018,10
Other,3,h,670000.0,S,hockingstuart,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council,2017,9
Kew,4,h,1590000.0,SP,Fletchers,3101,Southern Metropolitan,10331,5.4,Boroondara City Council,2018,5
Coburg,4,h,901000.0,SP,Ray,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2017,4
Other,3,t,330000.0,PI,Harcourts,3049,Northern Metropolitan,1130,16.5,Hume City Council,2016,6
Point Cook,3,h,520000.0,SP,LJ,3030,Western Metropolitan,15542,14.7,Wyndham City Council,2017,8
Other,3,u,680000.0,S,Purplebricks,3012,Western Metropolitan,962,6.4,Brimbank City Council,2018,5
Other,4,h,1010000.0,S,McGrath,3136,Eastern Metropolitan,1705,23.0,Maroondah City Council,2018,2
Ringwood,4,t,1120000.0,VB,Jellis,3134,Eastern Metropolitan,7785,19.9,Maroondah City Council,2018,8
Highett,4,h,1060000.0,PI,Buxton,3190,Southern Metropolitan,4794,16.0,Bayside City Council,2017,9
Mernda,3,t,482500.0,S,LJ,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2017,12
Taylors Lakes,4,h,602500.0,S,Barry,3038,Western Metropolitan,5336,15.5,Brimbank City Council,2017,4
Chelsea,4,h,902500.0,S,Ray,3196,South-Eastern Metropolitan,3906,27.0,Kingston City Council,2016,12
Caulfield South,2,u,670000.0,S,hockingstuart,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council,2016,5
Clifton Hill,2,u,533000.0,SP,Jellis,3068,Northern Metropolitan,2954,3.6,Yarra City Council,2016,9
Other,4,h,620500.0,S,hockingstuart,3047,Northern Metropolitan,2246,14.0,Hume City Council,2018,7
Other,3,h,601000.0,S,Other,3803,South-Eastern Metropolitan,3728,32.3,Casey City Council,2017,6
Mordialloc,2,u,709000.0,S,Buxton,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council,2017,10
Other,4,t,1150000.0,VB,Rendina,3040,Western Metropolitan,1543,7.5,Moonee Valley City Council,2018,5
West Footscray,2,u,571000.0,S,Biggin,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2018,4
Werribee,4,h,420000.0,S,hockingstuart,3030,Western Metropolitan,16166,14.7,Wyndham City Council,2016,11
Other,4,t,1200000.0,VB,McGrath,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council,2018,7
Footscray,2,u,415000.0,SP,Other,3011,Western Metropolitan,7570,5.1,Maribyrnong City Council,2018,8
Other,3,t,787000.0,S,Nelson,3041,Western Metropolitan,389,8.2,Moonee Valley City Council,2018,5
Other,4,h,1161000.0,S,Williams,3015,Western Metropolitan,1223,6.2,Hobsons Bay City Council,2017,2
Bundoora,2,h,310000.0,PI,hockingstuart,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2016,8
Sunbury,3,h,495000.0,S,Other,3429,Western Metropolitan,14092,31.7,Hume City Council,2017,7
Mernda,3,t,482500.0,S,LJ,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2018,1
South Yarra,3,u,770000.0,S,hockingstuart,3141,Southern Metropolitan,14887,2.7,Melbourne City Council,2017,12
Doncaster East,4,h,1600000.0,S,Barry,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,2017,9
Taylors Lakes,3,h,690000.0,VB,HAR,3038,Western Metropolitan,5336,15.5,Brimbank City Council,2018,4
Other,3,h,2623000.0,S,Greg,3206,Southern Metropolitan,2019,3.0,Port Phillip City Council,2016,7
Other,4,h,624000.0,S,Bells,3030,Western Metropolitan,2276,14.7,Brimbank City Council,2016,11
Other,4,h,1285000.0,S,hockingstuart,3195,South-Eastern Metropolitan,2824,21.5,Kingston City Council,2017,4
Sunshine West,4,h,1315000.0,S,Barry,3020,Western Metropolitan,6763,10.5,Brimbank City Council,2017,11
Ascot Vale,2,h,940000.0,S,Nelson,3032,Western Metropolitan,6567,4.3,Moonee Valley City Council,2016,5
Williamstown,2,h,1500000.0,SP,Greg,3016,Western Metropolitan,6380,6.8,Hobsons Bay City Council,2016,8
Cheltenham,4,h,1130000.0,PI,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,10
Mount Waverley,3,h,1850000.0,PI,Jellis,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2017,7
Heidelberg,2,u,660000.0,PI,Miles,3084,Eastern Metropolitan,2890,8.9,Banyule City Council,2017,9
Nunawading,3,h,1278000.0,S,Jellis,3131,Eastern Metropolitan,4973,15.4,Manningham City Council,2016,10
Other,3,h,510500.0,S,HAR,3048,Northern Metropolitan,4704,17.4,Hume City Council,2018,3
Oakleigh South,3,h,885000.0,S,Other,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council,2016,10
Collingwood,2,u,520000.0,VB,Nelson,3066,Northern Metropolitan,4553,2.0,Yarra City Council,2018,9
Noble Park,3,u,552500.0,SP,C21,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,2017,4
Pascoe Vale,3,t,665000.0,SP,Hodges,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2018,3
Blackburn,4,h,1450000.0,S,Fletchers,3130,Eastern Metropolitan,5713,13.4,Whitehorse City Council,2018,3
Oakleigh,2,h,305000.0,PI,Ray,3166,Southern Metropolitan,3224,12.3,Monash City Council,2016,6
Maidstone,2,h,927000.0,S,Purplebricks,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,2016,2
Northcote,5,h,2525000.0,SP,Jellis,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2018,1
Donvale,3,t,800000.0,PI,Barry,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,2018,3
Mont Albert,6,h,2350000.0,PI,Kay,3127,Eastern Metropolitan,2079,10.2,Boroondara City Council,2016,11
Brighton,4,h,3000000.0,PI,Marshall,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2018,3
Box Hill,3,h,1755000.0,S,Noel,3128,Eastern Metropolitan,4605,10.9,Whitehorse City Council,2017,6
Newport,3,h,1237500.0,S,Greg,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,2018,2
Balwyn North,3,u,700000.0,S,Marshall,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2017,5
Parkdale,3,h,951000.0,S,hockingstuart,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council,2016,11
Wheelers Hill,3,h,810000.0,S,Ray,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council,2016,9
Brighton,2,u,986000.0,S,Other,3186,Southern Metropolitan,10579,10.5,Bayside City Council,2018,10
Coburg,2,t,676000.0,S,Other,3058,Northern Metropolitan,11204,6.7,Darebin City Council,2018,4
Balwyn North,3,h,2100000.0,S,Jellis,3104,Southern Metropolitan,7809,9.7,Boroondara City Council,2018,2
Springvale,3,h,690000.0,SP,Other,3171,South-Eastern Metropolitan,7412,20.8,Greater Dandenong City Council,2016,8
Essendon,2,u,454500.0,S,Barry,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2018,6
South Melbourne,2,h,1140000.0,VB,Buxton,3205,Southern Metropolitan,5943,1.9,Port Phillip City Council,2018,8
Glenroy,3,h,640000.0,PI,Barry,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2017,11
Wantirna South,3,t,986000.0,S,Ray,3152,Eastern Metropolitan,7082,14.7,Knox City Council,2018,10
Hoppers Crossing,4,h,455000.0,S,hockingstuart,3029,Western Metropolitan,13830,18.4,Wyndham City Council,2016,11
Carnegie,2,u,425000.0,S,Other,3163,Southern Metropolitan,7822,10.1,Glen Eira City Council,2017,4
Reservoir,2,u,390000.0,SP,Love,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,7
Montmorency,3,h,831000.0,S,Barry,3094,Eastern Metropolitan,3891,16.2,Banyule City Council,2017,3
Other,4,h,820000.0,PI,Morrison,3088,Eastern Metropolitan,915,16.1,Banyule City Council,2016,9
Essendon,6,h,1150000.0,VB,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2017,10
Keilor East,4,h,740000.0,VB,Nelson,3033,Western Metropolitan,5629,11.7,Brimbank City Council,2017,12
Brunswick West,4,h,921500.0,S,Ray,3055,Northern Metropolitan,7082,5.2,Moreland City Council,2016,8
Greensborough,2,u,620000.0,SP,Miles,3088,Northern Metropolitan,8524,16.1,Banyule City Council,2018,5
Ormond,2,t,823000.0,S,Buxton,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,2016,5
Oak Park,3,h,727500.0,S,Brad,3046,Northern Metropolitan,2651,11.2,Moreland City Council,2016,8
Fawkner,4,h,800000.0,S,Hodges,3060,Northern Metropolitan,5070,13.1,Hume City Council,2017,5
Essendon,2,u,667000.0,S,Nelson,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2016,9
Mernda,3,h,430000.0,SP,Harcourts,3754,Northern Metropolitan,5812,25.9,Whittlesea City Council,2017,8
Carlton North,4,h,2400000.0,SP,Woodards,3054,Northern Metropolitan,3106,3.5,Melbourne City Council,2017,6
Glenroy,2,u,430000.0,PI,Jason,3046,Northern Metropolitan,8870,11.2,Moreland City Council,2016,8
Hampton East,3,t,1150000.0,S,McGrath,3188,Southern Metropolitan,2356,13.8,Bayside City Council,2016,8
Sunshine West,3,h,628000.0,S,Bells,3020,Western Metropolitan,6763,10.5,Brimbank City Council,2018,8
Bundoora,3,h,892000.0,S,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2017,9
Dingley Village,3,h,863000.0,S,Buxton,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,2017,4
Braybrook,3,t,680000.0,S,Sweeney,3019,Western Metropolitan,3589,8.6,Maribyrnong City Council,2018,5
Mentone,3,t,1005000.0,SP,Buxton,3194,South-Eastern Metropolitan,6162,20.0,Kingston City Council,2018,6
Yarraville,3,h,1380000.0,S,Village,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2016,11
Northcote,3,h,1180000.0,SP,McGrath,3070,Northern Metropolitan,11364,5.3,Darebin City Council,2017,8
Essendon,3,h,1425000.0,S,Jellis,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2016,9
Forest Hill,2,h,950000.0,S,Ray,3131,Eastern Metropolitan,4385,15.4,Whitehorse City Council,2018,9
Other,3,u,621500.0,S,Gary,3183,Southern Metropolitan,2952,6.4,Port Phillip City Council,2017,9
Other,3,h,1410000.0,S,Other,3018,Western Metropolitan,852,11.0,Hobsons Bay City Council,2017,12
Frankston,3,h,508000.0,S,Eview,3199,South-Eastern Metropolitan,17055,38.0,Frankston City Council,2017,4
Werribee,3,h,600000.0,SP,YPA,3030,Western Metropolitan,16166,14.7,Wyndham City Council,2018,5
Cheltenham,5,h,1151000.0,S,O'Brien,3192,Southern Metropolitan,9758,17.9,Bayside City Council,2017,6
Avondale Heights,4,h,905000.0,S,Nelson,3034,Western Metropolitan,4502,9.5,Moonee Valley City Council,2017,9
Toorak,3,u,1550000.0,VB,Marshall,3142,Southern Metropolitan,7217,4.1,Stonnington City Council,2018,1
Templestowe,4,h,1150000.0,SP,Jellis,3106,Eastern Metropolitan,6202,15.5,Manningham City Council,2016,11
Caulfield South,3,h,1350000.0,S,Biggin,3162,Southern Metropolitan,5051,8.7,Glen Eira City Council,2017,5
Ashburton,3,h,1595000.0,S,Jellis,3147,Southern Metropolitan,3052,10.2,Boroondara City Council,2017,10
Newport,3,h,1075000.0,SP,Raine,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council,2017,4
Pascoe Vale,2,h,910000.0,S,Other,3044,Northern Metropolitan,7485,8.5,Moreland City Council,2017,4
Glen Iris,3,h,967500.0,S,Marshall,3146,Southern Metropolitan,10412,7.3,Boroondara City Council,2016,11
Ashwood,4,h,1350000.0,VB,Other,3147,Southern Metropolitan,2894,10.2,Monash City Council,2018,4
Clayton South,3,h,901000.0,S,Barry,3169,South-Eastern Metropolitan,4734,17.5,Kingston City Council,2016,6
Other,2,u,610000.0,PI,Greg,3161,Southern Metropolitan,6923,7.8,Glen Eira City Council,2017,7
Hawthorn,3,h,1420000.0,S,Marshall,3122,Southern Metropolitan,11308,5.3,Boroondara City Council,2016,5
Other,2,h,625000.0,S,Other,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council,2018,5
Doreen,4,h,550000.0,VB,RW,3754,Northern Victoria,7254,25.9,Nillumbik Shire Council,2017,10
Yarraville,1,u,331000.0,S,Jas,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2017,4
Ferntree Gully,2,h,594000.0,S,Ray,3156,Eastern Metropolitan,10788,24.8,Knox City Council,2017,8
Burwood East,4,h,1095500.0,S,Barry,3151,Eastern Metropolitan,4048,14.7,Whitehorse City Council,2016,7
Other,4,h,1235000.0,S,Fletchers,3136,Eastern Metropolitan,1863,23.0,Maroondah City Council,2017,9
Reservoir,3,h,650000.0,PI,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2016,9
Richmond,3,h,2180000.0,PI,Other,3121,Northern Metropolitan,14949,2.4,Yarra City Council,2016,12
Burwood,4,h,1601000.0,S,McGrath,3125,Southern Metropolitan,5678,10.4,Monash City Council,2017,4
Bentleigh,3,h,930000.0,S,Buxton,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2017,6
Dingley Village,5,h,1002000.0,S,Ray,3172,South-Eastern Metropolitan,3940,22.2,Kingston City Council,2017,4
St Kilda,1,u,500000.0,SP,Biggin,3182,Southern Metropolitan,13240,5.0,Port Phillip City Council,2017,3
Reservoir,4,h,900000.0,PI,Ray,3073,Northern Metropolitan,21650,12.0,Darebin City Council,2017,9
McKinnon,3,t,1350000.0,VB,Gary,3204,Southern Metropolitan,2397,11.4,Glen Eira City Council,2018,1
Bentleigh,2,u,375000.0,PI,Woodards,3204,Southern Metropolitan,6795,11.4,Glen Eira City Council,2017,6
Prahran,3,t,1015000.0,S,Other,3181,Southern Metropolitan,7717,4.6,Stonnington City Council,2016,9
Other,5,h,3080000.0,S,Harcourts,3103,Southern Metropolitan,892,7.9,Boroondara City Council,2018,1
Craigieburn,5,h,642500.0,S,Other,3064,Northern Metropolitan,15510,20.6,Hume City Council,2017,10
Other,3,t,950000.0,S,Nelson,3003,Northern Metropolitan,2230,3.1,Melbourne City Council,2017,11
Bundoora,4,h,800000.0,S,Barry,3083,Northern Metropolitan,10175,12.1,Banyule City Council,2016,9
Mill Park,4,h,800000.0,S,Barry,3082,Northern Metropolitan,10529,17.9,Whittlesea City Council,2018,10
Noble Park,3,h,635000.0,S,Other,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council,2017,10
Other,3,h,880000.0,S,Other,3166,Southern Metropolitan,2547,12.3,Monash City Council,2016,10
Other,3,u,675000.0,S,Barry,3083,Northern Metropolitan,1414,12.1,Darebin City Council,2017,11
Maidstone,3,t,805000.0,S,Jas,3012,Western Metropolitan,3873,6.4,Maribyrnong City Council,2017,6
Boronia,3,h,820000.0,SP,hockingstuart,3155,Eastern Metropolitan,9704,25.0,Knox City Council,2018,7
Other,1,h,596000.0,S,Stockdale,3782,Eastern Victoria,2259,36.9,Other,2017,4
St Albans,3,h,498000.0,SP,Ray,3021,Western Metropolitan,14042,14.0,Brimbank City Council,2016,4
Other,4,h,2250000.0,PI,Kay,3103,Southern Metropolitan,892,7.9,Boroondara City Council,2016,11
Other,3,h,1210000.0,PI,Jas,3012,Western Metropolitan,1808,6.4,Maribyrnong City Council,2017,12
South Morang,5,h,597000.0,S,Ray,3752,Northern Metropolitan,7969,20.5,Whittlesea City Council,2017,8
Thornbury,2,t,760000.0,S,Nelson,3071,Northern Metropolitan,8870,7.0,Darebin City Council,2018,7
Wheelers Hill,4,h,950000.0,VB,Barry,3150,South-Eastern Metropolitan,7392,16.7,Monash City Council,2016,5
Other,4,h,875000.0,S,Eview,3807,Eastern Victoria,2332,39.0,Other,2017,4
Windsor,2,u,380000.0,VB,hockingstuart,3181,Southern Metropolitan,4380,4.6,Port Phillip City Council,2016,7
Other,2,u,390000.0,VB,Nelson,3078,Northern Metropolitan,2211,5.7,Darebin City Council,2016,5
Sunbury,2,h,560000.0,PI,Brad,3429,Western Metropolitan,14092,31.7,Hume City Council,2017,11
West Footscray,2,h,912500.0,S,Village,3012,Western Metropolitan,5058,6.4,Maribyrnong City Council,2016,12
Hadfield,3,h,545000.0,S,Raine,3046,Northern Metropolitan,2606,11.2,Moreland City Council,2016,11
Ormond,2,u,412000.0,S,Gary,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council,2018,9
Mount Waverley,4,h,2400000.0,S,Fletchers,3149,Eastern Metropolitan,13366,14.2,Monash City Council,2018,9
Essendon,2,u,660000.0,S,Other,3040,Western Metropolitan,9264,7.5,Moonee Valley City Council,2016,8
Fitzroy North,3,h,1450000.0,S,Collins,3068,Northern Metropolitan,6244,3.6,Moreland City Council,2017,11
Donvale,4,h,1160000.0,S,Barry,3111,Eastern Metropolitan,4790,16.1,Manningham City Council,2016,6
Doncaster East,3,h,1055000.0,S,Other,3109,Eastern Metropolitan,10999,14.3,Manningham City Council,2017,10
Fawkner,3,h,605000.0,S,Brad,3060,Northern Metropolitan,5070,13.1,Hume City Council,2016,9
Airport West,4,h,790000.0,VB,Barry,3042,Western Metropolitan,3464,10.4,Moonee Valley City Council,2017,12
Other,3,h,1601000.0,S,Miles,3084,Eastern Metropolitan,1651,8.9,Banyule City Council,2016,7
Dandenong North,3,h,576000.0,S,Ray,3175,South-Eastern Metropolitan,8322,24.7,Greater Dandenong City Council,2016,4
Yarraville,4,h,1340000.0,VB,Village,3013,Western Metropolitan,6543,6.3,Maribyrnong City Council,2017,3
Broadmeadows,4,h,605000.0,S,YPA,3047,Northern Metropolitan,4294,14.0,Hume City Council,2017,11
Other,3,h,1360000.0,S,Sweeney,3018,Western Metropolitan,852,11.0,Hobsons Bay City Council,2017,6
Other,4,h,865000.0,S,Nelson,3040,Western Metropolitan,588,7.5,Moonee Valley City Council,2018,9
Other,3,h,835000.0,S,Biggin,3015,Western Metropolitan,984,6.2,Hobsons Bay City Council,2017,5
Maribyrnong,5,h,990000.0,S,Biggin,3032,Western Metropolitan,4918,4.3,Maribyrnong City Council,2016,12
Surrey Hills,5,h,1650000.0,VB,hockingstuart,3127,Southern Metropolitan,5457,10.2,Boroondara City Council,2016,6
